字段1_文本,字段1_链接,字段2,字段3,字段4,字段5_文本,字段5_链接,字段6
2月9日上证指数开盘下跌0.14% 创业板指下跌0.2%,http://finance.eastmoney.com/a/202302092632166357.html,2023-02-09 09:27:46 - ,上证指数开盘跌4.38点，跌幅为0.14%，报3227.73点；深证成指开盘下跌31.5点，跌幅为0.27%，报11821.96点；创业板指开盘下跌5.05点，跌幅为0.2%，报2520.83点；沪深300开盘下跌8.58点，跌幅为0.21%，报4067.56点。（文章来源：每日经济新闻）,沪深300,http://finance.eastmoney.com/a/202302092632166357.html,http://finance.eastmoney.com/a/202302092632166357.html,
“买爆”洽洽食品！外资看好经济复苏 重仓A股消费板块,http://finance.eastmoney.com/a/202301042604770295.html,2023-01-04 15:58:24 - ,而是代表了一种趋势。背后的逻辑是，A股在全球市场动荡时期提供了一个相对安全的避风港。预计中国股市很可能在2023年展开反弹，2023年MSCI中国指数和沪深300指数盈利有望分别增长8%和13%。 有机构人士分析，基于目前欧美和中国市场的周期错配，配置中国资产已成为共识。一方面，欧美国家正面临高通胀、低增长、快加息、高债务的阶段,沪深300,http://finance.eastmoney.com/a/202301042604770295.html,http://finance.eastmoney.com/a/202301042604770295.html,
青花引领业绩高增30% 山西汾酒2022靓丽收官,http://finance.eastmoney.com/a/202301212619576049.html,2023-01-21 09:11:53 - ,近期白酒板块股价大幅反弹是对酿酒行业业绩增长的最有利证明。据东财白酒指数显示，自去年11月低点以来，白酒板块至今已大幅反弹22%，强于沪深300指数18.9%的反弹幅度，板块内典型白酒股反弹普遍在30%以上。 此背景下，券商分析师大多看好未来白酒板块行情。浙商证券分析师张潇倩、杨骥表示,沪深300,http://finance.eastmoney.com/a/202301212619576049.html,http://finance.eastmoney.com/a/202301212619576049.html,
刚刚发布！2家煤炭巨头！共计爆赚约365亿 基金经理重仓煤炭 成业绩冠军！,http://finance.eastmoney.com/a/202301202619237488.html,2023-01-20 21:29:27 - ,但随着地产政策三箭齐发，叠加防疫政策的优化，市场风险偏好大幅提升，制约市场的两大因素得以缓解，A股市场重返3200 点。上证50指数和沪深300指数稳步上行。本基金大幅减持了政策预期兑现的地产股，同时交易了消费股和银行股，进一步逢低增持了煤炭、油气等资源股。 展望2023年，黄海在季报中仍表示看好能源股的表现,沪深300,http://finance.eastmoney.com/a/202301202619237488.html,http://finance.eastmoney.com/a/202301202619237488.html,
58股主力资金净流入超亿元,http://stock.eastmoney.com/a/202302092632258366.html,2023-02-09 16:28:12 - ,沪指2月9日上涨1.18%，主力资金全天净流入55.86亿元。其中，创业板主力资金净流入22.72亿元，沪深300成份股主力资金净流入54.53亿元。 申万所属的一级行业中，今日涨幅居前的行业为电子、通信，涨幅为3.22%、3.17%。行业资金流向方面，今日有10个行业主力资金净流入,沪深300,http://stock.eastmoney.com/a/202302092632258366.html,http://stock.eastmoney.com/a/202302092632258366.html,
“固收+”新年翻身！98%产品实现正收益 最高涨超10%！核心操作曝光,http://fund.eastmoney.com/a/202302092631296860.html,2023-02-09 00:10:06 - ,以万得偏债混合基金指数为例，截至2023年1月30日过去十年该指数累计上涨近94%，涨幅远超沪深300指数(56.26%)和万得债券型基金指数(62.11%)，且波动和回撤水平也远比沪深300指数优秀。 多只重仓股年内已涨超25% 结合市场行情来看，“固收+”在2023年开年回暖,沪深300,http://fund.eastmoney.com/a/202302092631296860.html,http://fund.eastmoney.com/a/202302092631296860.html,
“三重底”共振 机构看好银行股修复行情,http://finance.eastmoney.com/a/202301032602722717.html,2023-01-03 06:58:23 - ,银行板块估值修复空间大。 个股表现分化 数据显示，2022年，申万一级银行行业指数下跌10.47%，在申万一级行业中排名第7位，跑赢同期沪深300指数。从个股来看，银行股走势分化较为明显。2022年，有16家银行股价跌幅超10%，其中，瑞丰银行、郑州银行、兰州银行、青农商行、齐鲁银行、招商银行、紫金银行7家银行股价跌幅超20%,沪深300,http://finance.eastmoney.com/a/202301032602722717.html,http://finance.eastmoney.com/a/202301032602722717.html,
天赐良基日报第109期丨昔日“定憎王”管理规模缩水超八成；迷你基金霸屏业绩榜 追涨须谨慎；半导体ETF全线领涨,http://stock.eastmoney.com/a/202302092632185893.html,2023-02-09 15:27:45 - ,——国信证券 四、明日重点关注新发基金 1、基金简称：融通慧心混合 基金类型：混合型-偏股 基金经理：范琨 业绩比较基准：沪深300指数收益率×60%+中证港股通综合指数收益率×20%+中债综合全价(总值)指数收益率×20% 基金经理过往业绩： （文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202302092632185893.html,http://stock.eastmoney.com/a/202302092632185893.html,
沪深300等指数样本调整盘后生效,http://stock.eastmoney.com/a/202212092583883396.html,2022-12-09 15:25:27 - ,12月9日，沪深300等指数样本调整盘后生效，航天电器、复旦微电、东华测试、普天科技等多股尾盘拉升，海澜之家、新钢股份、养元饮品、森马服饰等则出现大单砸盘。（文章来源：界面新闻）,沪深300,http://stock.eastmoney.com/a/202212092583883396.html,http://stock.eastmoney.com/a/202212092583883396.html,沪深300
沪深300指数站上3700点,http://stock.eastmoney.com/a/202211022548694362.html,2022-11-02 13:42:26 - ,11月2日下午，沪深300指数站上3700点，日内涨1.82%。（文章来源：界面新闻）,沪深300,http://stock.eastmoney.com/a/202211022548694362.html,http://stock.eastmoney.com/a/202211022548694362.html,沪深300
浙商资管去年31只基金15只正收益 7只跌幅24%至28%,http://fund.eastmoney.com/a/202302092632138535.html,2023-02-09 07:09:54 - ,累计净值为1.1899元。 分季度来看，去年4个季度中，浙商汇金转型驱动仅在二季度跑赢沪深300指数，实现了9.11%的涨幅，其余3个季度分别下跌18.57%、17.53%、2.04%，同期沪深300指数分别跌14.53%、跌15.16%、涨1.75%。 浙商汇金转型驱动成立于2015年7月27日,沪深300,http://fund.eastmoney.com/a/202302092632138535.html,http://fund.eastmoney.com/a/202302092632138535.html,
2023年北向资金有望加速流入 前瞻A股资金配置路线图,http://stock.eastmoney.com/a/202301022602678480.html,2023-01-03 00:29:03 - ,估值处于偏低水平是共识，高挺认为，目前11倍的估值已接近2020年疫情刚暴发后下跌的低点和2018年末，甚至2016年年初的低点。2022年的沪深300盈利增速为1%，他预计2023年将回升到9%。 就板块复苏的先后顺序而言，他认为，在经济复苏预期的带动之下，预计对经济表现高度敏感的周期领域,沪深300,http://stock.eastmoney.com/a/202301022602678480.html,http://stock.eastmoney.com/a/202301022602678480.html,
每经操盘必知（下午版）丨三大股指均涨超1% 芯片股大涨 北上资金净流入超121亿,http://stock.eastmoney.com/a/202302092632203930.html,2023-02-09 15:43:48 - ,报收12048.27点，成交额5493.44亿元；创业板指收盘上涨43.85点，涨幅为1.74%，报收2569.73点，成交额2200.53亿元；沪深300收盘上涨54.72点，涨幅为1.34%，报收4130.86点，成交额2117.23亿元。 个股涨多跌少，但涨停个股数量有限。沪深两市今日成交额9011亿,沪深300,http://stock.eastmoney.com/a/202302092632203930.html,http://stock.eastmoney.com/a/202302092632203930.html,
每经操盘必知（午间版）丨三大股指小幅上涨，半导体板块走强；北上资金半日净流入超75亿；“京东版”ChatGPT来了？回应：更聚焦2B行业,http://stock.eastmoney.com/a/202302092632088451.html,2023-02-09 12:21:05 - ,报收11955.63点，成交额3196.3亿元；创业板指上涨19.73点，涨幅为0.78%，报收2545.61点，成交额1270.09亿元；沪深300上涨30.45点，涨幅为0.75%，报收4106.59点，成交额1211.78亿元。 个股涨多跌少，两市超3100只个股上涨。沪深两市今日成交额5166亿,沪深300,http://stock.eastmoney.com/a/202302092632088451.html,http://stock.eastmoney.com/a/202302092632088451.html,
5只股票型ETF份额增加超1亿份 易方达沪深300非银行金融ETF增加3.14亿份,http://stock.eastmoney.com/a/202212292600918120.html,2022-12-29 09:07:39 - ,南方财经12月29日电，据东方财富Choice数据统计，昨日，共5只股票型ETF当日份额增加超1亿份。易方达沪深300非银行金融ETF增加3.14亿份，易方达MSCI中国A50互联互通ETF增加2亿份，易方达沪深300发起式ETF增加1.78亿份。 （文章来源：南方财经网）,沪深300,http://stock.eastmoney.com/a/202212292600918120.html,http://stock.eastmoney.com/a/202212292600918120.html,沪深300
十大券商看后市：全年关键做多窗口将开启 关注疫后增长修复,http://finance.eastmoney.com/a/202301032602728484.html,2023-01-03 07:38:43 - ,市场的弹簧都被压缩到了返程点：首先在经济层面，景气、流动性、政策均利好向上。其次在指数层面，当前沪深300隐含ERP处于高位，历史经验看收益回撤比都极佳；PMI起跳反弹启动大盘蓝筹行情。后续价值搭台，成长唱戏。最后在结构层面，沪深300指数、金融风格、大金融、建筑、家电等蓝筹行业估值处在极端水位，性价比突出,沪深300,http://finance.eastmoney.com/a/202301032602728484.html,http://finance.eastmoney.com/a/202301032602728484.html,
国盛证券：建议逢低布局上证50、沪深300等大盘蓝筹板块,http://finance.eastmoney.com/a/202301092607940870.html,2023-01-09 08:29:40 - ,未来，上证50、沪深300的下行空间有限，上行空间较大，形成周线上涨的概率也较高，因此无论从胜率还是赔率，目前都是逐步布局上证50、沪深300好时机。科创50、医药、计算机、食品饮料的走势比较类似。因此中期，我们仍然建议投资者继续耐心逢低布局上证50、沪深300等大盘蓝筹板块。（文章来源：证券时报网）,沪深300,http://finance.eastmoney.com/a/202301092607940870.html,http://finance.eastmoney.com/a/202301092607940870.html,沪深300
3只股票型ETF成交量超1000万手 华夏上证科创板50成份ETF成交1782.26万手,http://stock.eastmoney.com/a/202212232596650934.html,2022-12-23 18:04:57 - ,据东方财富Choice数据统计，今日共两只股票型ETF成交超1000万手，华夏上证科创板50成份ETF成交1782.26万手，华泰柏瑞沪深300ETF成交1084.79万手。债券型ETF成交最大的是海富通中证短融ETF(104.52万手)，商品型ETF成交最大的是华安黄金易ETF(185,沪深300,http://stock.eastmoney.com/a/202212232596650934.html,http://stock.eastmoney.com/a/202212232596650934.html,
国盛证券：建议逢低布局上证50、沪深300等大盘蓝筹板块,http://finance.eastmoney.com/a/202301092608023175.html,2023-01-09 08:50:13 - ,未来，上证50、沪深300的下行空间有限，上行空间较大，形成周线上涨的概率也较高，因此无论从胜率还是赔率，目前都是逐步布局上证50、沪深300好时机。科创50、医药、计算机、食品饮料的走势比较类似。因此中期，我们仍然建议投资者继续耐心逢低布局上证50、沪深300等大盘蓝筹板块。（文章来源：界面新闻）,沪深300,http://finance.eastmoney.com/a/202301092608023175.html,http://finance.eastmoney.com/a/202301092608023175.html,沪深300
沪深300指数站上3600点,http://stock.eastmoney.com/a/202211012547312941.html,2022-11-01 14:24:25 - ,11月1日下午，沪深300指数站上3600点，日内涨2.61%。（文章来源：界面新闻）,沪深300,http://stock.eastmoney.com/a/202211012547312941.html,http://stock.eastmoney.com/a/202211012547312941.html,沪深300
10月27日为今年10月到期的50ETF期权合约、300ETF期权合约、500ETF期权合约行权交收日,http://finance.eastmoney.com/a/202210262540354186.html,2022-10-26 22:14:35 - ,10月26日，上交所公告称，2022年10月到期的50ETF期权合约、300ETF期权合约、500ETF期权合约行权交收日为2022年10月27日，届时该期权合约将进行行权交收。请投资者根据行权与指派结果在2022年10月27日期权交易收盘前准备好足额合约标的或资金，履行行权,,http://finance.eastmoney.com/a/202210262540354186.html,http://finance.eastmoney.com/a/202210262540354186.html,
